proposed_id,site_id,title,category,level,service_level,existing_id,existing_title,match_status,match_score,recommended_action,review_status,adjustment_needed,agency,processing_time,fee,form_codes,attachment_titles,online_submission_url,source_url,content_hash,risk_flags,final_decision,reviewer_note
tthc_phutho_xa_259-39,259-39,Đăng ký thường trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Một phần,,,new,0.091,create_new,ready_for_approval,,Công an cấp xã,"- Trong thời hạn 07 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về nơi thường trú mới của người đăng ký vào Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin đăng ký thường trú; trường hợp từ chối đăng ký thì phải trả lời bằng văn bản và nêu rõ lý do.
- Trường hợp công dân nộp hồ sơ đăng ký thường trú và Tờ khai đề nghị xác nhận nơi thường xuyên đậu, đỗ; sử dụng phương tiện vào mục đích để ở hoặc Tờ khai xác nhận tình trạng chỗ ở hợp pháp, diện tích nhà ở tối thiểu để đăng ký thường trú, đăng ký tạm trú đến cơ quan đăng ký cư trú thì thời gian giải quyết của Ủy ban nhân dân cấp xã không tính vào thời hạn giải quyết hồ sơ đăng ký thường trú.
- Trường hợp công dân nộp hồ sơ đăng ký thường trú và đề nghị cơ quan quản lý xuất nhập cảnh cấp văn bản đồng ý cho giải quyết thường trú đến cơ quan đăng ký cư trú thì thời gian giải quyết của cơ quan quản lý xuất nhập cảnh không tính vào thời hạn giải quyết hồ sơ đăng ký thường trú.","- Trường hợp công dân nộp hồ sơ trực tiếp thu 20.000 đồng/lần đăng ký.
- Trường hợp công dân nộp hồ sơ qua dịch vụ bưu chính công ích thu 20.000 đồng/lần đăng ký; công dân gửi lệ phí kèm theo hồ sơ cho đơn vị bưu chính công ích chuyển đến cơ quan đăng ký cư trú theo quy định.
- Trường hợp công dân nộp hồ sơ qua cổng dịch vụ công trực tuyến thu 10.000 đồng/lần đăng ký.
- Trường hợp công dân thuộc diện được miễn phí theo quy định tại Điều 4 Thông tư số 75/2022/TT-BTC ngày 22/12/2022 quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký cư trú được sửa đổi, bổ sung tại Thông tư số 71/2025/TT-BTC ngày 01/7/2025 của Bộ Tài chính thì công dân phải xuất trình giấy tờ chứng minh thuộc diện được miễn trừ trường hợp thông tin đã có trong Cơ sở dữ liệu quốc gia về dân cư hoặc Cơ sở dữ liệu quốc gia, cơ sở dữ liệu chuyên ngành mà đã được kết nối với Cơ sở dữ liệu quốc gia về dân cư.",N/A,CT01.docx | CT02.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Dang-ky-thuong-tru-259-39,05cfbf8480b7eb9f82f84d275d7ba18d3531ec46b563d0a7fff0ad3b73693981,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_256-39,256-39,Điều chỉnh thông tin về cư trú trong Cơ sở dữ liệu về cư trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Toàn trình,,,new,0.115,create_new,ready_for_approval,,Công an cấp xã,"Trong thời hạn 03 ngày làm việc, kể từ ngày nhận đủ hồ sơ hợp lệ.",Không thu lệ phí.,N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/-Dieu-chinh-thong-tin-ve-cu-tru-trong-Co-so-du-256-39,c2b6a8cd301394dfc0460a644b8275692f6ab317e203cb541061f4fdb39621c6,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_262-39,262-39,Gia hạn tạm trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Một phần,,,new,0.105,create_new,ready_for_approval,,Công an cấp xã,"Trong thời hạn 03 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về nơi tạm trú mới của người đăng ký vào Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin đăng ký tạm trú; trường hợp từ chối đăng ký thì phải trả lời bằng văn bản và nêu rõ lý do.","- Gia hạn tạm trú (cá nhân, hộ gia đình):
+ Trường hợp công dân nộp hồ sơ trực tiếp thu 15.000 đồng/lần đăng ký.
+ Trường hợp công dân nộp hồ sơ qua cổng dịch vụ công trực tuyến thu 7.000 đồng/lần đăng ký.
- Gia hạn tạm trú theo danh sách:
+ Trường hợp công dân nộp hồ sơ trực tiếp thu 10.000 đồng/người/lần đăng ký.
+ Trường hợp công dân nộp hồ sơ qua cổng dịch vụ công trực tuyến thu 5.000 đồng/người/lần đăng ký.
- Trường hợp công dân thuộc diện được miễn phí theo quy định tại Điều 4 Thông tư số 75/2022/TT-BTC ngày 22/12/2022 quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký cư trú được sửa đổi, bổ sung tại Thông tư số 71/2025/TT-BTC ngày 01/7/2025 của Bộ Tài chính thì công dân phải xuất trình giấy tờ chứng minh thuộc diện được miễn trừ trường hợp thông tin đã có trong Cơ sở dữ liệu quốc gia về dân cư hoặc Cơ sở dữ liệu quốc gia, cơ sở dữ liệu chuyên ngành mà đã được kết nối với Cơ sở dữ liệu quốc gia về dân cư.",N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Gia-han-tam-tru-262-39,9e161854499fe0ae4b6dfe0f22c69a39b7b8a4a4d9e2c7777b8e564b9ffa2e3d,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_265-39,265-39,Khai báo tạm vắng,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Toàn trình,,,new,0.167,create_new,ready_for_approval,,Công an cấp xã,Trong thời gian 01 ngày kể từ khi tiếp nhận đề nghị khai báo tạm vắng của công dân; trường hợp phức tạp thì có thể kéo dài hơn nhưng không quá 02 ngày làm việc.,Không.,N/A,CT03 Phiếu khai báo tạm vắng.doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Khai-bao-tam-vang-265-39,37c84d6c0003af08350faf0cd66de91f27400f39856f589a58f5eb3264725dea,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_257-39,257-39,"Khai báo thông tin về cư trú đối với người chưa đủ điều kiện đăng ký thường trú, đăng ký tạm trú","Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Một phần,,,new,0.250,create_new,ready_for_approval,,Công an cấp xã,"- Đối với trường hợp công dân đã có thông tin trong Cơ sở dữ liệu quốc gia về dân cư thì trong thời hạn 05 ngày làm việc kể từ ngày tiếp nhận thông tin khai báo, cơ quan đăng ký cư trú phải tiến hành xác minh thông tin.
- Đối với trường hợp công dân chưa có thông tin trong Cơ sở dữ liệu quốc gia về dân cư thì trong thời hạn 30 ngày kể từ ngày tiếp nhận thông tin, cơ quan đăng ký cư trú phải tiến hành xác minh thông tin, phức tạp có thể kéo dài nhưng không quá 60 ngày.
Sau khi kiểm tra, xác minh, cơ quan đăng ký cư trú cập nhật thông tin của công dân về nơi ở hiện tại và các thông tin khác vào Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú và thông báo cho người đã khai báo về việc đã cập nhật thông tin, cấp xác nhận thông tin về cư trú khi công dân có nhu cầu.",Không thu lệ phí.,N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Khai-bao-thong-tin-ve-cu-tru-doi-voi-nguoi-chua-257-39,0fdac75122615ba01637ce8574e8ca49c332e427baaff080e03f9b90adb0e577,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_255-39,255-39,Tách hộ,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Một phần,,,new,0.000,create_new,ready_for_approval,,Công an cấp xã,"Trong thời hạn 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ, cơ quan đăng ký cư trú có trách nhiệm thẩm định, cập nhật thông tin về hộ gia đình liên quan đến việc tách hộ trong Cơ sở dữ liệu về cư trú và thông báo cho người đăng ký về việc đã cập nhật thông tin này; trường hợp từ chối giải quyết tách hộ thì phải trả lời bằng văn bản và nêu rõ lý do.","- Trường hợp công dân nộp hồ sơ trực tiếp thu 10.000 đồng/lần đăng ký.
- Trường hợp công dân nộp hồ sơ qua cổng dịch vụ công trực tuyến thu 5000 đồng/lần đăng ký.
- Trường hợp công dân thuộc diện được miễn phí theo quy định tại Điều 4 Thông tư số 75/2022/TT-BTC ngày 22/12/2022 quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký cư trú được sửa đổi, bổ sung tại Thông tư số 71/2025/TT-BTC ngày 01/7/2025 của Bộ Tài chính thì công dân phải xuất trình giấy tờ chứng minh thuộc diện được miễn trừ trường hợp thông tin đã có trong Cơ sở dữ liệu quốc gia về dân cư hoặc Cơ sở dữ liệu quốc gia, cơ sở dữ liệu chuyên ngành mà đã được kết nối với Cơ sở dữ liệu quốc gia về dân cư.",N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Tach-ho-255-39,05b6adef19ed3108f05e02697550f4600bcd3cec7835ff983b5a7ba37d8461c3,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_264-39,264-39,Thông báo lưu trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Toàn trình,,,new,0.167,create_new,ready_for_approval,,Công an cấp xã,Tiếp nhận ngay khi công dân thông báo lưu trú.,Không.,N/A,N/A,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Thong-bao-luu-tru-264-39,0819557606c89debfcf96d214c79636993b91c4b302571602ab8253636b585fe,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_258-39,258-39,Xác nhận thông tin về cư trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Toàn trình,,,new,0.200,create_new,ready_for_approval,,Công an cấp xã,"Kể từ ngày nhận được hồ sơ hợp lệ, cơ quan đăng ký cư trú có trách nhiệm xác nhận thông tin về cư trú cho công dân trong thời hạn không quá 1/2 ngày làm việc với trường hợp thông tin có trong Cơ sở dữ liệu quốc gia về dân cư và trong thời hạn 03 ngày làm việc với trường hợp thông tin không có trong Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu về cư trú cần xác minh; trường hợp từ chối giải quyết xác nhận thông tin về cư trú thì phải trả lời bằng văn bản và nêu rõ lý do.",Không thu lệ phí.,N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Xac-nhan-thong-tin-ve-cu-tru-258-39,5a1f8195921dbd8e9de71d2085ca351c137e1357032f8e2daaf17c7808a2cde8,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_263-39,263-39,Xóa đăng ký tạm trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Toàn trình,,,new,0.100,create_new,ready_for_approval,,Công an cấp xã,"Trong thời hạn 03 ngày làm việc, kể từ ngày nhận được hồ sơ hợp lệ thì cơ quan đăng ký cư trú phải xóa đăng ký tạm trú đối với công dân và cập nhật việc xóa đăng ký tạm trú vào Cơ sở dữ liệu về cư trú, Cơ sở dữ liệu quốc gia về dân cư.",Không.,N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Xoa-dang-ky-tam-tru-263-39,c1d122f690e4a1c2da16a68dfd937999e4385101eb7c7897e965204c6bb164db,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_260-39,260-39,Xóa đăng ký thường trú,"Lĩnh vực đăng ký, quản lý cư trú",Cấp Xã,Toàn trình,,,new,0.087,create_new,ready_for_approval,,Công an cấp xã,Thời hạn 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ và hợp lệ.,Không thu lệ phí.,N/A,CT01.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Xoa-dang-ky-thuong-tru-260-39,fbafca5ce53824521808cef55dde9384d2bdd3a7943382db986c0c24ee42f5cc,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1347-15,1347-15,"Cấp đổi Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại cấp xã",Quản lý ngành nghề kinh doanh có điều kiện,Cấp Xã,N/A,,,new,0.100,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã.,04 (bốn) ngày làm việc.,300.000đ (Ba trăm nghìn đồng).,N/A,Van ban de nghi.docx | Mau 02.doc | Ban khai nhan su.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Cap-doi-Giay-chung-nhan-du-dieu-kien-ve-an-ninh-1347-15,088ec50cab472ff77e6ac63e738726abade946a1644645434a77aeb45c29ce3d,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1346-15,1346-15,"Cấp mới Giấy chứng nhận đủ điều kiện về an ninh, trật tự thực hiện tại cấp xã",Quản lý ngành nghề kinh doanh có điều kiện,Cấp Xã,N/A,,,new,0.100,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã.,04 (bốn) ngày làm việc.,300.000đ (Ba trăm nghìn đồng).,N/A,Mau so 03.docx | Mau 02.doc | Ban khai nhan su.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Cap-moi-Giay-chung-nhan-du-dieu-kien-ve-an-ninh-1346-15,b2caeb5fd335b91130ecb2a0269e357b3eb7a4e9af015d920651cdf5be74d65d,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_154-18,154-18,"Khai báo vũ khí thô sơ là hiện vật trưng bày, triển lãm, làm đồ gia bảo","Quản lý vũ khí, vật liệu nổ, công cụ hỗ trợ và pháo",Cấp Xã,N/A,,,new,0.067,create_new,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,"Công an xã, phường, thị trấn","Trong thời hạn 03 ngày làm việc kể từ ngày nhận đủ hồ sơ, Công an xã, phường, thị trấn phải thông báo xác nhận khai báo vũ khí thô sơ cho tổ chức, cá nhân sở hữu.",Không.,N/A,N/A,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Khai-bao-vu-khi-tho-so-la-hien-vat-trung-bay-154-18,59ed17a4f2425c9e70babb77b018410e402ab61ad754a4cad8f9e2aaa4ad414c,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_2373-17,2373-17,Thủ tục Khai báo tạm trú cho người nước ngoài tại Việt Nam bằng Phiếu khai báo tạm trú,Quản lý xuất nhập cảnh,Cấp Xã,Toàn trình,,,new,0.579,exclude_superseded,decision_recorded,Không nhập corpus hiện hành: luồng Phiếu/NA17 đã được người duyệt xác nhận lỗi thời. Không dùng thời gian giải quyết trên trang này để ghi đè hạn khai báo 12/24 giờ.,Công an cấp xã,24 giờ/07 ngày.,Không,N/A,N/A,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Thu-tuc-Khai-bao-tam-tru-cho-nguoi-nuoc-ngoai-tai-2373-17,612a00673eb18a0e8cba637607821e29335fa95b4cbe32d8322db4207b02da0c,paper_flow_candidate | ambiguous_processing_time,reject,Luồng Phiếu/NA17 không còn sử dụng trong thực tế.
tthc_phutho_xa_2378-17,2378-17,Trình báo mất giấy thông hành thực hiện tại Công an cấp xã,Quản lý xuất nhập cảnh,Cấp Xã,Toàn trình,,,new,0.130,create_new,ready_for_approval,,Công an cấp xã,"+ Trong thời hạn 01 ngày làm việc kể từ ngày tiếp nhận đơn trình báo mất giấy thông hành, Công an cấp xã có trách nhiệm thông báo đến cơ quan cấp giấy thông hành để huỷ giá trị sử dụng của giấy thông hành và thông báo cho người gửi đơn.
+ Trong thời hạn 01 ngày làm việc kể từ khi nhận được đơn trình báo mất giấy thông hành hoặc thông báo về việc chuyển đơn trình báo mất giấy thông hành, cơ quan cấp giấy thông hành thực hiện việc huỷ giá trị sử dụng giấy thông hành bị mất.",Không,M02A,M02a_don_trinh_bao_mat_giay_thong_hanh.doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Trinh-bao-mat-giay-thong-hanh-thuc-hien-tai-Cong-2378-17,04e60584396c9e72128096a4774ed5a13ab2ecb3bc8ca19502e8f74a5c2ca76a,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1343-17,1343-17,Trình báo mất hộ chiếu phổ thông thực hiện tại Công an cấp xã,Quản lý xuất nhập cảnh,Cấp Xã,Toàn trình,,,new,0.091,create_new,ready_for_approval,,Công an cấp xã,"01 ngày làm việc kể từ khi nhận đơn trình báo mất hộ chiếu phổ thông, Công an cấp xã thông báo bằng văn bản cho người gửi đơn và Cục Quản lý xuất nhập cảnh; trong thời hạn 01 ngày làm việc kể từ ngày nhận được thông báo của Công an cấp xã, Cục Quản lý xuất nhập cảnh thực hiện hủy giá trị sử dụng của hộ chiếu và thông báo về việc giải quyết đơn trình báo mất hộ chiếu cho người gửi đơn.",không.,TK05,TK05.pdf,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Trinh-bao-mat-ho-chieu-pho-thong-thuc-hien-tai-1343-17,1a120d01a68337758e0e3f4e129681dd66d7f64ebe685803d2ea62b7350dc781,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_phutho_xa_1325-17,1325-17,Trình báo mất thẻ ABTC thực hiện tại cấp xã,Quản lý xuất nhập cảnh,Cấp Xã,Toàn trình,,,new,0.048,create_new,ready_for_approval,,Công an cấp xã,"+ Trong thời gian 02 ngày làm việc kể từ khi nhận đơn trình báo mất thẻ ABTC, Công an cấp xã gửi văn bản cho Cục Quản lý xuất nhập cảnh về việc đã tiếp nhận đơn trình báo mất thẻ ABTC của doanh nhân và người gửi đơn theo mẫu CV04.
+ Trong thời hạn 03 ngày làm việc kể từ khi tiếp nhận văn bản về việc đã tiếp nhận đơn trình báo mất thẻ ABTC, Cục Quản lý xuất nhập cảnh gửi thông báo cho công dân biết về việc giải quyết đơn trình báo mất thẻ ABTC theo mẫu CV05.",Không,TK07,mau-don-trinh-bao-mat-the-ABTC.docx,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Trinh-bao-mat-the-ABTC-thuc-hien-tai-cap-xa-1325-17,8d318bc3df5d2cd283c3742ddb4dbe764750a40f83c304a02b547d7fb2871dc3,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
tthc_xa-01,2456-17,"Xác nhận, cung cấp thông tin liên quan đến xuất nhập cảnh của công dân Việt Nam tại Công an cấp xã",Quản lý xuất nhập cảnh,Cấp Xã,N/A,tthc_xa-01,"Xác nhận, cung cấp thông tin liên quan đến xuất nhập cảnh của công dân Việt Nam",equivalent_title,1.000,update_existing,ready_for_approval,Website không công bố mức độ dịch vụ công; chuẩn hóa thành N/A.,Công an cấp xã,05 ngày làm việc kể từ ngày nhận được đơn đề nghị của công dân.,Không.,M03B | M04B,M03b.doc | M04b .doc,https://dichvucong.bocongan.gov.vn/?home=1,https://congan.phutho.gov.vn/article/thu-tuc-hanh-chinh/Xac-nhan-cung-cap-thong-tin-lien-quan-den-xuat-2456-17,a75968707dcba29784e7a04dd57bc8eaccf7f02f7e3b30210a665fa8a4068b76,,approve,Người dùng duyệt thủ tục cấp xã hiện hành ngày 2026-07-15.
